,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
411,3713770796.49,1.95,1.189,2.055,DC,DC
412,3713770799.0,1.95,1.189,2.055,DC,DC
413,3713770801.51,1.95,1.189,2.055,DC,DC
414,3713770804.03,1.95,1.189,2.055,DC,DC
415,3713770806.54,1.95,1.189,2.055,DC,DC
416,3713770809.05,1.95,1.189,2.055,DC,DC
417,3713770811.58,1.95,1.189,2.055,DC,DC
418,3713770814.11,1.95,1.189,2.055,DC,DC
419,3713770816.64,1.95,1.189,2.055,DC,DC
420,3713770819.17,1.95,1.189,2.055,DC,DC
421,3713770821.7,1.95,1.189,2.055,DC,DC
422,3713770824.22,1.95,1.189,2.055,DC,DC
423,3713770826.74,1.95,1.189,2.055,DC,DC
424,3713770829.24,1.95,1.189,2.055,DC,DC
425,3713770831.75,1.95,1.189,2.055,DC,DC
426,3713770834.26,1.95,1.189,2.055,DC,DC
427,3713770836.79,1.95,1.189,2.055,DC,DC
428,3713770839.3,1.95,1.189,2.055,DC,DC
429,3713770841.81,1.95,1.189,2.055,DC,DC
430,3713770844.33,1.95,1.189,2.055,DC,DC
431,3713770846.84,1.95,1.189,2.055,DC,DC
432,3713770849.34,1.95,1.189,2.055,DC,DC
433,3713770869.11,1.95,1.189,2.06,DC,DC
434,3713770871.62,1.95,1.189,2.06,DC,DC
435,3713770874.13,1.95,1.189,2.06,DC,DC
436,3713770876.64,1.95,1.189,2.06,DC,DC
437,3713770879.15,1.95,1.189,2.06,DC,DC
438,3713770881.66,1.95,1.189,2.06,DC,DC
439,3713770884.17,1.95,1.189,2.06,DC,DC
440,3713770886.67,1.95,1.189,2.06,DC,DC
441,3713770889.19,1.95,1.189,2.06,DC,DC
442,3713770891.7,1.95,1.189,2.06,DC,DC
443,3713770894.21,1.95,1.189,2.06,DC,DC
444,3713770896.72,1.95,1.189,2.06,DC,DC
445,3713770899.23,1.95,1.189,2.06,DC,DC
446,3713770901.74,1.95,1.189,2.06,DC,DC
447,3713770904.25,1.95,1.189,2.06,DC,DC
448,3713770906.77,1.95,1.189,2.06,DC,DC
449,3713770909.28,1.95,1.189,2.06,DC,DC
450,3713770911.79,1.95,1.189,2.06,DC,DC
451,3713770914.3,1.95,1.189,2.06,DC,DC
452,3713770916.8,1.95,1.189,2.061,DC,DC
453,3713770919.32,1.95,1.189,2.06,DC,DC
454,3713770921.82,1.95,1.189,2.06,DC,DC
455,3713770924.35,1.95,1.189,2.06,DC,DC
456,3713770926.86,1.95,1.189,2.06,DC,DC
457,3713770929.37,1.95,1.189,2.06,DC,DC
458,3713770931.89,1.95,1.189,2.061,DC,DC
459,3713770934.4,1.95,1.189,2.061,DC,DC
460,3713770936.91,1.95,1.189,2.061,DC,DC
461,3713770939.42,1.95,1.189,2.061,DC,DC
462,3713770941.92,1.95,1.189,2.061,DC,DC
463,3713770944.43,1.95,1.189,2.061,DC,DC
464,3713770946.94,1.95,1.189,2.061,DC,DC
465,3713770949.45,1.95,1.189,2.061,DC,DC
466,3713770951.96,1.95,1.189,2.061,DC,DC
467,3713770954.47,1.95,1.189,2.061,DC,DC
468,3713770956.98,1.95,1.189,2.06,DC,DC
469,3713770959.5,1.95,1.189,2.061,DC,DC
470,3713770962.01,1.95,1.189,2.06,DC,DC
471,3713770964.52,1.95,1.189,2.061,DC,DC
472,3713770967.04,1.95,1.189,2.061,DC,DC
473,3713770969.54,1.95,1.189,2.061,DC,DC
474,3713770972.06,1.95,1.189,2.061,DC,DC
475,3713770974.57,1.95,1.189,2.061,DC,DC
476,3713770977.08,1.95,1.189,2.061,DC,DC
477,3713770979.6,1.95,1.189,2.06,DC,DC
478,3713770982.11,1.95,1.189,2.061,DC,DC
479,3713770984.62,1.95,1.189,2.061,DC,DC
480,3713770987.13,1.95,1.189,2.061,DC,DC
481,3713771008.48,1.95,1.189,2.065,DC,DC
482,3713771010.99,1.95,1.189,2.065,DC,DC
483,3713771013.5,1.95,1.188,2.065,DC,DC
484,3713771016.02,1.95,1.189,2.065,DC,DC
485,3713771018.53,1.95,1.189,2.065,DC,DC
486,3713771021.03,1.95,1.189,2.065,DC,DC
487,3713771023.55,1.95,1.189,2.065,DC,DC
488,3713771026.05,1.95,1.189,2.065,DC,DC
489,3713771028.56,1.95,1.189,2.065,DC,DC
490,3713771031.08,1.95,1.189,2.065,DC,DC
491,3713771033.59,1.95,1.189,2.065,DC,DC
492,3713771036.1,1.95,1.189,2.065,DC,DC
493,3713771038.61,1.95,1.189,2.065,DC,DC
494,3713771041.12,1.95,1.189,2.065,DC,DC
495,3713771043.64,1.95,1.189,2.065,DC,DC
496,3713771046.16,1.95,1.189,2.065,DC,DC
